,Name,Ground,Mat,Inns,O,M,R,W,4w,Best,Avg,S/R,E/R,BowlingScore
1587,Sanath Jayasuriya,Rajiv Gandhi International Stadium ,1,1,2.0,0,13,0,0,0/13,0.0,0.0,6.5,0.0
1588,Sanath Jayasuriya,Sawai Mansingh Stadium ,2,2,4.0,0,24,0,0,0/8,0.0,0.0,6.0,0.0
1591,Sanath Jayasuriya,Wankhede Stadium ,4,1,4.0,0,39,1,0,1/39,39.0,24.0,9.75,0.06872852233676977
1595,Abhishek Jhunjhunwala,MA Chidambaram Stadium ,2,2,5.0,0,31,1,0,1/13,31.0,30.0,6.2,0.0744047619047619
1596,Abhishek Jhunjhunwala,Narendra Modi Stadium ,3,1,1.0,0,16,0,0,0/16,0.0,0.0,16.0,0.0
1597,Abhishek Jhunjhunwala,Punjab Cricket Association IS Bindra Stadium ,3,2,2.0,0,24,0,0,0/11,0.0,0.0,12.0,0.0
1598,Abhishek Jhunjhunwala,Rajiv Gandhi International Stadium ,1,1,2.0,0,12,0,0,0/12,0.0,0.0,6.0,0.0
1599,Abhishek Jhunjhunwala,Sawai Mansingh Stadium ,4,1,1.0,0,6,0,0,0/6,0.0,0.0,6.0,0.0
1600,Joginder Sharma,Arun Jaitley Stadium ,1,1,4.0,0,43,1,0,1/43,43.0,24.0,10.75,0.06430868167202572
1603,Joginder Sharma,M Chinnaswamy Stadium ,1,1,3.4,0,27,2,0,2/27,13.5,11.0,7.36,0.31387319522912743
1604,Joginder Sharma,MA Chidambaram Stadium ,4,4,14.0,0,152,4,0,2/40,38.0,21.0,10.86,0.286286859433152
1605,Joginder Sharma,Narendra Modi Stadium ,1,1,2.0,0,23,0,0,0/23,0.0,0.0,11.5,0.0
1607,Joginder Sharma,Punjab Cricket Association IS Bindra Stadium ,1,1,4.0,0,47,1,0,1/47,47.0,24.0,11.75,0.06042296072507553
1609,Joginder Sharma,Wankhede Stadium ,2,2,6.0,0,58,1,0,1/24,58.0,36.0,9.67,0.04822996045143243
1610,Mitchell Johnson,Arun Jaitley Stadium ,3,3,11.0,0,110,0,0,0/28,0.0,0.0,10.0,0.0
1612,Mitchell Johnson,Dubai International Cricket Stadium ,1,1,4.0,0,19,2,0,2/19,9.5,12.0,4.75,0.38095238095238093
1613,Mitchell Johnson,Eden Gardens ,8,8,30.0,0,240,9,0,2/19,26.67,20.0,8.0,0.8231205414304006
1614,Mitchell Johnson,M Chinnaswamy Stadium ,6,6,22.0,0,190,6,0,2/28,31.67,22.0,8.64,0.48146364949446313
1615,Mitchell Johnson,MA Chidambaram Stadium ,2,2,8.0,0,62,1,0,1/22,62.0,48.0,7.75,0.04246284501061571
1617,Mitchell Johnson,Narendra Modi Stadium ,1,1,4.0,0,33,1,0,1/33,33.0,24.0,8.25,0.07662835249042145
1618,Mitchell Johnson,Punjab Cricket Association IS Bindra Stadium ,5,5,19.1,0,185,7,0,2/27,26.43,16.43,9.65,0.666539706722529
1619,Mitchell Johnson,Rajiv Gandhi International Stadium ,3,3,11.0,0,73,4,0,3/26,18.25,16.5,6.64,0.48320850446967867
1620,Mitchell Johnson,Sawai Mansingh Stadium ,1,1,4.0,0,41,0,0,0/41,0.0,0.0,10.25,0.0
1621,Mitchell Johnson,Sharjah Cricket Stadium ,2,2,8.0,0,55,3,0,2/26,18.33,16.0,6.88,0.36398932297985925
1622,Mitchell Johnson,Sheikh Zayed Stadium ,2,2,7.2,0,69,2,0,2/22,34.5,22.0,9.41,0.15172204521316948
1623,Mitchell Johnson,Wankhede Stadium ,14,14,54.0,2,430,19,0,3/27,22.63,17.05,7.96,1.9941225860621326
1624,Spencer Johnson,Barsapara Cricket Stadium ,1,1,4.0,0,42,1,0,1/42,42.0,24.0,10.5,0.06535947712418301
1625,Spencer Johnson,BRSABV Ekana Cricket Stadium ,1,1,4.0,0,32,0,0,0/32,0.0,0.0,8.0,0.0
1626,Spencer Johnson,Eden Gardens ,2,2,5.2,0,77,0,0,0/31,0.0,0.0,14.44,0.0
1627,Spencer Johnson,MA Chidambaram Stadium ,1,1,4.0,0,35,1,0,1/35,35.0,24.0,8.75,0.07380073800738007
1628,Spencer Johnson,Narendra Modi Stadium ,2,2,4.0,0,47,3,0,2/25,15.67,8.0,11.75,0.4234895539243365
1629,Spencer Johnson,Sawai Mansingh Stadium ,1,1,4.0,0,37,0,0,0/37,0.0,0.0,9.25,0.0
1630,Spencer Johnson,Wankhede Stadium ,1,1,2.0,0,14,0,0,0/14,0.0,0.0,7.0,0.0
1632,Chris Jordan,BRSABV Ekana Cricket Stadium ,1,1,4.0,0,50,0,0,0/50,0.0,0.0,12.5,0.0
1634,Chris Jordan,Dubai International Cricket Stadium ,5,5,17.0,0,167,6,0,3/17,27.83,17.0,9.82,0.5489478499542544
1635,Chris Jordan,Eden Gardens ,1,1,3.0,0,22,0,0,0/22,0.0,0.0,7.33,0.0
1636,Chris Jordan,M Chinnaswamy Stadium ,7,7,20.0,0,183,11,1,4/11,16.64,10.91,9.15,1.5531335149863759
1637,Chris Jordan,MA Chidambaram Stadium ,1,1,2.0,1,7,1,0,1/7,7.0,12.0,3.5,0.2222222222222222
1639,Chris Jordan,Narendra Modi Stadium ,4,4,13.0,0,132,2,0,1/21,66.0,39.0,10.15,0.08684324793747286
1640,Chris Jordan,Punjab Cricket Association IS Bindra Stadium ,2,2,8.0,0,83,0,0,0/31,0.0,0.0,10.38,0.0
1642,Chris Jordan,Sharjah Cricket Stadium ,2,2,7.0,0,45,3,0,2/25,15.0,14.0,6.43,0.42337002540220153
1643,Chris Jordan,Sheikh Zayed Stadium ,3,3,10.3,0,112,2,0,1/31,56.0,31.5,10.67,0.10186411327289396
1644,Chris Jordan,Wankhede Stadium ,3,3,12.0,0,124,2,0,1/42,62.0,36.0,10.33,0.09231053263177329
1645,Alzarri Joseph,Arun Jaitley Stadium ,1,1,4.0,0,29,2,0,2/29,14.5,12.0,7.25,0.2962962962962963
1648,Alzarri Joseph,Eden Gardens ,1,1,2.0,0,27,0,0,0/27,0.0,0.0,13.5,0.0
1649,Alzarri Joseph,M Chinnaswamy Stadium ,2,2,6.0,0,77,1,0,1/43,77.0,36.0,12.83,0.03973615195104506
1650,Alzarri Joseph,MA Chidambaram Stadium ,1,1,3.4,0,38,0,0,0/38,0.0,0.0,10.36,0.0
1652,Alzarri Joseph,Narendra Modi Stadium ,4,4,12.0,0,112,4,0,2/27,28.0,18.0,9.33,0.3614675582866438
1653,Alzarri Joseph,Punjab Cricket Association IS Bindra Stadium ,1,1,4.0,0,32,1,0,1/32,32.0,24.0,8.0,0.078125
1654,Alzarri Joseph,Rajiv Gandhi International Stadium ,1,1,3.4,1,12,6,1,6/12,2.0,3.67,3.27,3.579418344519016
1655,Alzarri Joseph,Wankhede Stadium ,5,5,16.0,0,177,2,0,1/15,88.5,48.0,11.06,0.06776904310111141
1656,Shamar Joseph,Eden Gardens ,1,1,4.0,0,47,0,0,0/47,0.0,0.0,11.75,0.0
1657,Sunil Joshi,Arun Jaitley Stadium ,1,1,1.0,0,19,0,0,0/19,0.0,0.0,19.0,0.0
1658,Sunil Joshi,M Chinnaswamy Stadium ,2,2,6.1,0,53,1,0,1/27,53.0,37.0,8.59,0.05071508266558474
1659,Sunil Joshi,Wankhede Stadium ,1,1,2.0,0,10,0,0,0/10,0.0,0.0,5.0,0.0
1660,Jacques Kallis,Arun Jaitley Stadium ,5,5,17.0,0,134,5,0,2/20,26.8,20.4,7.88,0.45388525780682637
1663,Jacques Kallis,Dubai International Cricket Stadium ,1,1,2.0,0,15,1,0,1/15,15.0,12.0,7.5,0.14492753623188406
1664,Jacques Kallis,Eden Gardens ,21,14,45.0,0,341,11,0,3/13,31.0,24.55,7.58,0.8712181213369239
1667,Jacques Kallis,M Chinnaswamy Stadium ,16,16,55.0,1,437,13,0,2/7,33.62,25.38,7.95,0.970873786407767
1668,Jacques Kallis,MA Chidambaram Stadium ,6,6,22.0,0,175,6,0,2/21,29.17,22.0,7.95,0.5074424898511501
1672,Jacques Kallis,Punjab Cricket Association IS Bindra Stadium ,2,2,7.0,0,47,3,0,3/24,15.67,14.0,6.71,0.4123144584936778
1673,Jacques Kallis,Rajiv Gandhi International Stadium ,3,3,4.2,0,44,1,0,1/12,44.0,26.0,10.15,0.06238303181534622
1674,Jacques Kallis,Sawai Mansingh Stadium ,5,5,20.0,0,152,1,0,1/19,152.0,120.0,7.6,0.017882689556509297
1676,Jacques Kallis,Sharjah Cricket Stadium ,1,1,4.0,0,26,1,0,1/26,26.0,24.0,6.5,0.08849557522123894
1677,Jacques Kallis,Sheikh Zayed Stadium ,3,3,8.0,0,59,1,0,1/32,59.0,48.0,7.38,0.043713936002797694
1682,Jacques Kallis,Wankhede Stadium ,4,4,14.0,0,114,4,0,2/18,28.5,21.0,8.14,0.3469812630117974
1683,Suraj Randiv,Eden Gardens ,1,1,2.0,0,14,0,0,0/14,0.0,0.0,7.0,0.0
1684,Suraj Randiv,MA Chidambaram Stadium ,5,5,20.0,0,146,4,0,2/24,36.5,30.0,7.3,0.2710027100271003
1685,Suraj Randiv,Punjab Cricket Association IS Bindra Stadium ,1,1,4.0,0,32,1,0,1/32,32.0,24.0,8.0,0.078125
1686,Suraj Randiv,Wankhede Stadium ,1,1,3.0,0,31,1,0,1/31,31.0,18.0,10.33,0.08427439743805833
1688,Doddapaneni Kalyankrishna,Rajiv Gandhi International Stadium ,2,2,6.0,0,64,2,0,1/30,32.0,18.0,10.67,0.16482610845557935
1691,Kamran Khan,Eden Gardens ,1,1,2.0,0,13,2,0,2/13,6.5,6.0,6.5,0.5263157894736842
1692,Kamran Khan,M Chinnaswamy Stadium ,1,1,3.0,0,37,0,0,0/37,0.0,0.0,12.33,0.0
1694,Kamran Khan,Sawai Mansingh Stadium ,1,1,3.0,0,30,1,0,1/30,30.0,18.0,10.0,0.08620689655172414
1696,Chamara Kapugedera,Arun Jaitley Stadium ,1,1,1.0,0,15,0,0,0/15,0.0,0.0,15.0,0.0
1697,Chamara Kapugedera,MA Chidambaram Stadium ,1,1,1.0,0,8,0,0,0/8,0.0,0.0,8.0,0.0
1698,Chamara Kapugedera,Wankhede Stadium ,2,1,0.5,0,26,0,0,0/26,0.0,0.0,31.2,0.0
1699,Karanveer Singh,Eden Gardens ,1,1,4.0,0,40,3,0,3/40,13.33,8.0,10.0,0.47877433769549954
1700,Karanveer Singh,M Chinnaswamy Stadium ,2,2,6.0,0,95,4,1,4/54,23.75,9.0,15.83,0.4528612597776863
1701,Karanveer Singh,MA Chidambaram Stadium ,1,1,4.0,0,43,0,0,0/43,0.0,0.0,10.75,0.0
1703,Karanveer Singh,Punjab Cricket Association IS Bindra Stadium ,3,3,12.0,0,68,5,0,2/16,13.6,14.4,5.67,0.7425007425007425
1704,Karanveer Singh,Wankhede Stadium ,1,1,4.0,0,32,0,0,0/32,0.0,0.0,8.0,0.0
1705,Karim Janat,Sawai Mansingh Stadium ,1,1,1.0,0,30,0,0,0/30,0.0,0.0,30.0,0.0
1706,Murali Kartik,Arun Jaitley Stadium ,3,3,11.0,0,72,1,0,1/25,72.0,66.0,6.55,0.03459010722933241
1711,Murali Kartik,Eden Gardens ,10,10,36.4,0,251,11,0,3/17,22.82,20.0,6.85,1.107308234346688
1714,Murali Kartik,M Chinnaswamy Stadium ,5,4,14.0,0,105,4,0,1/21,26.25,21.0,7.5,0.365296803652968
1715,Murali Kartik,MA Chidambaram Stadium ,4,4,14.0,0,115,0,0,0/24,0.0,0.0,8.21,0.0
1717,Murali Kartik,Narendra Modi Stadium ,1,1,4.0,0,25,0,0,0/25,0.0,0.0,6.25,0.0
1719,Murali Kartik,Punjab Cricket Association IS Bindra Stadium ,1,1,3.0,0,24,2,0,2/24,12.0,9.0,8.0,0.3448275862068966
1720,Murali Kartik,Rajiv Gandhi International Stadium ,2,2,7.0,0,56,0,0,0/27,0.0,0.0,8.0,0.0
1721,Murali Kartik,Sawai Mansingh Stadium ,3,3,11.0,0,112,0,0,0/32,0.0,0.0,10.18,0.0
1722,Murali Kartik,Sharjah Cricket Stadium ,1,1,4.0,0,51,1,0,1/51,51.0,24.0,12.75,0.05698005698005698
1726,Murali Kartik,Wankhede Stadium ,2,2,7.0,0,43,2,0,2/14,21.5,21.0,6.14,0.20559210526315788
1727,Kartik Tyagi,Arun Jaitley Stadium ,1,1,4.0,0,32,1,0,1/32,32.0,24.0,8.0,0.078125
1729,Kartik Tyagi,Dubai International Cricket Stadium ,7,7,24.1,0,221,7,0,2/29,31.57,20.71,9.14,0.569846955389124
1730,Kartik Tyagi,Narendra Modi Stadium ,1,1,4.0,0,51,0,0,0/51,0.0,0.0,12.75,0.0
1731,Kartik Tyagi,Rajiv Gandhi International Stadium ,2,2,3.2,0,51,1,0,1/30,51.0,20.0,15.3,0.05793742757821553
1732,Kartik Tyagi,Sharjah Cricket Stadium ,1,1,4.0,0,35,1,0,1/35,35.0,24.0,8.75,0.07380073800738007
1733,Kartik Tyagi,Sheikh Zayed Stadium ,5,5,20.0,0,203,4,0,1/35,50.75,30.0,10.15,0.22002200220022
1734,Kartik Tyagi,Wankhede Stadium ,2,2,6.5,0,83,1,0,1/42,83.0,41.0,12.15,0.03672420124862284
1735,Siddarth Kaul,Arun Jaitley Stadium ,8,8,26.0,1,231,5,0,2/35,46.2,31.2,8.88,0.2897542883634678
1736,Siddarth Kaul,Dubai International Cricket Stadium ,2,2,7.4,0,53,3,0,2/36,17.67,15.33,6.91,0.3758456527186169
1737,Siddarth Kaul,Eden Gardens ,3,3,12.0,0,104,4,0,2/32,26.0,18.0,8.67,0.37972280235428135
1739,Siddarth Kaul,Himachal Pradesh Cricket Association Stadium ,1,1,4.0,0,39,0,0,0/39,0.0,0.0,9.75,0.0
1740,Siddarth Kaul,M Chinnaswamy Stadium ,3,3,9.0,0,95,3,0,2/44,31.67,18.0,10.56,0.24904532624937736
1741,Siddarth Kaul,MA Chidambaram Stadium ,3,3,11.4,0,95,3,0,2/31,31.67,23.33,8.14,0.23756731073804244
1743,Siddarth Kaul,Narendra Modi Stadium ,1,1,3.0,0,34,0,0,0/34,0.0,0.0,11.33,0.0
1744,Siddarth Kaul,Punjab Cricket Association IS Bindra Stadium ,3,3,12.0,0,111,5,0,3/36,22.2,14.4,9.25,0.5452562704471101
1745,Siddarth Kaul,Rajiv Gandhi International Stadium ,15,15,58.4,0,411,21,1,4/29,19.57,16.76,7.01,2.4688509460083066
1746,Siddarth Kaul,Sawai Mansingh Stadium ,3,3,11.5,1,94,3,0,2/23,31.33,23.67,7.94,0.23832221163012393
1747,Siddarth Kaul,Sharjah Cricket Stadium ,2,2,6.4,0,88,2,0,2/64,44.0,20.0,13.2,0.12953367875647667
1748,Siddarth Kaul,Sheikh Zayed Stadium ,2,2,8.0,1,80,1,0,1/24,80.0,48.0,10.0,0.036231884057971016
1749,Siddarth Kaul,Wankhede Stadium ,5,5,17.0,0,162,5,0,3/23,32.4,20.4,9.53,0.4010909674314135
1750,Shivil Kaushik,Arun Jaitley Stadium ,1,1,4.0,0,22,2,0,2/22,11.0,12.0,5.5,0.3508771929824561
1751,Shivil Kaushik,Eden Gardens ,1,1,1.0,0,14,0,0,0/14,0.0,0.0,14.0,0.0
1752,Shivil Kaushik,M Chinnaswamy Stadium ,1,1,3.0,0,50,0,0,0/50,0.0,0.0,16.67,0.0
1754,Shivil Kaushik,Rajiv Gandhi International Stadium ,2,2,8.0,0,54,0,0,0/25,0.0,0.0,6.75,0.0
1756,Vidwath Kaverappa,Himachal Pradesh Cricket Association Stadium ,1,1,4.0,0,36,2,0,2/36,18.0,12.0,9.0,0.2564102564102564
1757,Abrar Kazi,Sawai Mansingh Stadium ,1,1,2.0,0,21,0,0,0/21,0.0,0.0,10.5,0.0
1758,Justin Kemp,Arun Jaitley Stadium ,1,1,1.0,0,14,0,0,0/14,0.0,0.0,14.0,0.0
1759,Justin Kemp,Eden Gardens ,1,1,3.0,0,12,3,0,3/12,4.0,6.0,4.0,1.0714285714285714
1760,Justin Kemp,Himachal Pradesh Cricket Association Stadium ,1,1,1.0,0,12,0,0,0/12,0.0,0.0,12.0,0.0
1761,Justin Kemp,MA Chidambaram Stadium ,2,2,2.2,0,16,0,0,0/1,0.0,0.0,6.86,0.0
1762,Sarfaraz Khan,Punjab Cricket Association IS Bindra Stadium ,5,1,0.2,0,6,0,0,0/6,0.0,0.0,18.0,0.0
1763,Zaheer Khan,Arun Jaitley Stadium ,13,13,49.3,1,379,17,0,3/21,22.29,17.47,7.66,1.7924926191480388
1768,Zaheer Khan,Dr YS Rajasekhara Reddy Cricket Stadium ,2,2,7.0,0,42,1,0,1/23,42.0,42.0,6.0,0.05555555555555555
1769,Zaheer Khan,Dubai International Cricket Stadium ,3,3,12.0,0,78,4,0,2/21,19.5,18.0,6.5,0.45454545454545453
1770,Zaheer Khan,Eden Gardens ,6,6,18.2,0,194,3,0,1/27,64.67,36.67,10.58,0.134024303073624
1773,Zaheer Khan,M Chinnaswamy Stadium ,26,25,92.1,2,727,28,1,4/17,25.96,19.75,7.89,2.6492537313432836
1774,Zaheer Khan,MA Chidambaram Stadium ,4,4,16.0,0,127,3,0,1/32,42.33,32.0,7.94,0.1823264859608606
1778,Zaheer Khan,Punjab Cricket Association IS Bindra Stadium ,4,4,14.2,0,121,3,0,2/25,40.33,28.67,8.44,0.19369834710743802
1779,Zaheer Khan,Rajiv Gandhi International Stadium ,3,3,12.0,0,99,5,0,3/32,19.8,14.4,8.25,0.5889281507656066
1781,Zaheer Khan,Sawai Mansingh Stadium ,4,4,16.0,1,116,3,0,2/17,38.67,32.0,7.25,0.19250513347022588
1783,Zaheer Khan,Sharjah Cricket Stadium ,1,1,2.5,0,17,0,0,0/17,0.0,0.0,6.0,0.0
1784,Zaheer Khan,Sheikh Zayed Stadium ,1,1,4.0,0,23,1,0,1/23,23.0,24.0,5.75,0.0947867298578199
1787,Zaheer Khan,Wankhede Stadium ,6,6,23.3,0,160,5,0,2/17,32.0,28.2,6.81,0.3730786449783614
1788,Kulwant Khejroliya,Arun Jaitley Stadium ,1,1,1.2,0,20,0,0,0/20,0.0,0.0,15.0,0.0
1789,Kulwant Khejroliya,Eden Gardens ,2,2,6.5,0,78,2,0,2/44,39.0,20.5,11.41,0.1410238330277817
1790,Kulwant Khejroliya,M Chinnaswamy Stadium ,4,4,12.0,0,119,3,0,2/33,39.67,24.0,9.92,0.20383204239706482
1791,Kulwant Khejroliya,Narendra Modi Stadium ,1,1,3.0,0,29,1,0,1/29,29.0,18.0,9.67,0.08823010411152285
1792,Musavir Khote,MA Chidambaram Stadium ,1,1,3.0,0,29,2,0,2/29,14.5,9.0,9.67,0.3014772384684956
1793,Musavir Khote,Punjab Cricket Association IS Bindra Stadium ,1,1,2.0,0,22,0,0,0/22,0.0,0.0,11.0,0.0
1794,Sai Kishore,Arun Jaitley Stadium ,2,2,5.0,0,69,1,0,1/47,69.0,30.0,13.8,0.044326241134751775
1795,Sai Kishore,BRSABV Ekana Cricket Stadium ,1,1,1.3,0,35,0,0,0/35,0.0,0.0,23.33,0.0
1796,Sai Kishore,Eden Gardens ,2,2,7.0,0,62,2,0,1/19,31.0,21.0,8.86,0.1643115346697338
1797,Sai Kishore,M Chinnaswamy Stadium ,1,1,4.0,0,22,2,0,2/22,11.0,12.0,5.5,0.3508771929824561
1798,Sai Kishore,MA Chidambaram Stadium ,1,1,3.0,0,28,1,0,1/28,28.0,18.0,9.33,0.09036688957166095
1799,Sai Kishore,Maharaja Yadavindra Singh International Cricket St ,2,2,8.0,0,75,6,1,4/33,12.5,8.0,9.38,1.07095046854083
1801,Sai Kishore,Narendra Modi Stadium ,10,10,26.0,0,228,13,0,3/30,17.54,12.0,8.77,1.6966849386583136
1802,Sai Kishore,Rajiv Gandhi International Stadium ,1,1,4.0,0,24,2,0,2/24,12.0,12.0,6.0,0.3333333333333333
1803,Sai Kishore,Sawai Mansingh Stadium ,1,1,1.0,0,16,0,0,0/16,0.0,0.0,16.0,0.0
1804,Sai Kishore,Wankhede Stadium ,3,3,12.0,0,85,3,0,2/34,28.33,24.0,7.08,0.2524827470122875
1805,Virat Kohli,Arun Jaitley Stadium ,11,1,1.0,0,11,0,0,0/11,0.0,0.0,11.0,0.0
1807,Virat Kohli,Eden Gardens ,14,2,1.2,0,10,0,0,0/1,0.0,0.0,7.5,0.0
1808,Virat Kohli,Himachal Pradesh Cricket Association Stadium ,2,1,1.0,0,13,0,0,0/13,0.0,0.0,13.0,0.0
1809,Virat Kohli,M Chinnaswamy Stadium ,94,7,9.0,0,93,1,0,1/8,93.0,54.0,10.33,0.03178033432911714
1810,Virat Kohli,MA Chidambaram Stadium ,14,3,6.0,0,65,0,0,0/6,0.0,0.0,10.83,0.0
1811,Virat Kohli,Narendra Modi Stadium ,7,1,0.5,0,4,0,0,0/4,0.0,0.0,4.8,0.0
1813,Virat Kohli,Punjab Cricket Association IS Bindra Stadium ,7,1,1.0,0,9,0,0,0/9,0.0,0.0,9.0,0.0
1814,Virat Kohli,Rajiv Gandhi International Stadium ,11,1,3.4,0,25,2,0,2/25,12.5,11.0,6.82,0.32981530343007914
1815,Virat Kohli,Sawai Mansingh Stadium ,10,2,5.0,0,33,0,0,0/16,0.0,0.0,6.6,0.0
1820,Virat Kohli,Wankhede Stadium ,18,1,2.0,0,19,0,0,0/19,0.0,0.0,9.5,0.0
1821,Scott Kuggeleijn,MA Chidambaram Stadium ,2,2,8.0,0,71,2,0,2/37,35.5,24.0,8.88,0.14624159110851126
1823,Nuwan Kulasekara,MA Chidambaram Stadium ,3,3,10.0,0,56,4,0,2/10,14.0,15.0,5.6,0.5780346820809248
1825,Kuldeep Yadav,Arun Jaitley Stadium ,21,21,73.0,0,650,20,1,4/55,32.5,21.9,8.9,1.6113744075829384
1826,Kuldeep Yadav,Barsapara Cricket Stadium ,1,1,4.0,0,31,1,0,1/31,31.0,24.0,7.75,0.0796812749003984
1828,Kuldeep Yadav,BRSABV Ekana Cricket Stadium ,3,3,12.0,0,88,4,0,3/20,22.0,18.0,7.33,0.42256496936403976
1830,Kuldeep Yadav,Dr YS Rajasekhara Reddy Cricket Stadium ,2,2,8.0,0,42,5,0,3/22,8.4,9.6,5.25,1.075268817204301
1831,Kuldeep Yadav,Dubai International Cricket Stadium ,1,1,3.0,0,20,1,0,1/20,20.0,18.0,6.67,0.11193194537721066
1832,Kuldeep Yadav,Eden Gardens ,23,22,78.2,0,652,21,1,4/20,31.05,22.38,8.32,1.7327935222672064
1833,Kuldeep Yadav,Himachal Pradesh Cricket Association Stadium ,1,1,3.0,0,21,0,0,0/21,0.0,0.0,7.0,0.0
1835,Kuldeep Yadav,M Chinnaswamy Stadium ,5,5,20.0,1,143,7,0,2/17,20.43,17.14,7.15,0.7826475849731664
1836,Kuldeep Yadav,MA Chidambaram Stadium ,4,4,15.0,0,101,3,0,1/27,33.67,30.0,6.73,0.2130681818181818
1837,Kuldeep Yadav,Maharaja Yadavindra Singh International Cricket St ,1,1,4.0,0,20,2,0,2/20,10.0,12.0,5.0,0.37037037037037035
1839,Kuldeep Yadav,Narendra Modi Stadium ,3,3,12.0,0,61,2,0,1/15,30.5,36.0,5.08,0.13970382788488406
1840,Kuldeep Yadav,Punjab Cricket Association IS Bindra Stadium ,1,1,3.0,0,34,2,0,2/34,17.0,9.0,11.33,0.2678810608090008
1841,Kuldeep Yadav,Rajiv Gandhi International Stadium ,4,3,12.0,0,100,2,0,1/22,50.0,36.0,8.33,0.1060108131029365
1843,Kuldeep Yadav,Sawai Mansingh Stadium ,4,4,16.0,0,136,4,0,2/39,34.0,24.0,8.5,0.3007518796992481
1844,Kuldeep Yadav,Sheikh Zayed Stadium ,4,3,9.0,0,72,0,0,0/15,0.0,0.0,8.0,0.0
1845,Kuldeep Yadav,Wankhede Stadium ,8,8,27.0,0,236,8,1,4/14,29.5,20.25,8.74,0.7180714652077278
1846,Dhawal Kulkarni,Arun Jaitley Stadium ,7,7,22.0,1,198,4,0,3/19,49.5,33.0,9.0,0.2185792349726776
1850,Dhawal Kulkarni,Dr YS Rajasekhara Reddy Cricket Stadium ,1,1,3.0,1,9,2,0,2/9,4.5,9.0,3.0,0.6060606060606061
1851,Dhawal Kulkarni,Dubai International Cricket Stadium ,1,1,3.0,0,18,0,0,0/18,0.0,0.0,6.0,0.0
1852,Dhawal Kulkarni,Eden Gardens ,3,3,9.0,0,68,1,0,1/30,68.0,54.0,7.56,0.03859215807347947
1854,Dhawal Kulkarni,Himachal Pradesh Cricket Association Stadium ,1,1,0.4,0,12,0,0,0/12,0.0,0.0,18.0,0.0
1856,Dhawal Kulkarni,M Chinnaswamy Stadium ,6,6,19.0,1,177,9,1,4/14,19.67,12.67,9.32,1.128180508881421
1857,Dhawal Kulkarni,MA Chidambaram Stadium ,2,2,7.0,0,62,2,0,1/25,31.0,21.0,8.86,0.1643115346697338
1859,Dhawal Kulkarni,Narendra Modi Stadium ,5,5,17.0,1,111,2,0,1/15,55.5,51.0,6.53,0.08847208705653366
1860,Dhawal Kulkarni,Punjab Cricket Association IS Bindra Stadium ,4,4,14.0,0,123,4,0,2/37,30.75,21.0,8.79,0.33036009250082593
1861,Dhawal Kulkarni,Rajiv Gandhi International Stadium ,5,5,13.5,1,105,3,0,2/17,35.0,27.67,7.59,0.2134927412467976
1863,Dhawal Kulkarni,Sawai Mansingh Stadium ,12,12,37.0,2,317,9,0,3/18,35.22,24.67,8.57,0.6573181419807186
1864,Dhawal Kulkarni,Sharjah Cricket Stadium ,2,2,7.0,0,72,1,0,1/50,72.0,42.0,10.29,0.040228497867889616
1865,Dhawal Kulkarni,Sheikh Zayed Stadium ,1,1,4.0,0,23,2,0,2/23,11.5,12.0,5.75,0.3418803418803419
1868,Dhawal Kulkarni,Wankhede Stadium ,15,15,54.4,1,450,24,0,3/19,18.75,13.67,8.23,2.9520295202952025
1869,Ashwani Kumar,BRSABV Ekana Cricket Stadium ,1,1,3.0,0,39,1,0,1/39,39.0,18.0,13.0,0.07142857142857142
1870,Ashwani Kumar,Maharaja Yadavindra Singh International Cricket St ,1,1,3.3,0,28,1,0,1/28,28.0,21.0,8.0,0.08771929824561403
1871,Ashwani Kumar,Narendra Modi Stadium ,1,1,4.0,0,55,2,0,2/55,27.5,12.0,13.75,0.18779342723004694
1872,Ashwani Kumar,Sawai Mansingh Stadium ,1,1,1.0,0,16,0,0,0/16,0.0,0.0,16.0,0.0
1873,Ashwani Kumar,Wankhede Stadium ,3,3,9.0,0,94,7,1,4/24,13.43,7.71,10.44,1.1716276124129197
1874,Bhuvneshwar Kumar,Arun Jaitley Stadium ,10,10,40.0,0,328,15,0,3/19,21.87,16.0,8.2,1.6279574560451484
1877,Bhuvneshwar Kumar,BRSABV Ekana Cricket Stadium ,3,3,10.0,0,108,3,0,1/19,36.0,20.0,10.8,0.22455089820359284
1879,Bhuvneshwar Kumar,Dr YS Rajasekhara Reddy Cricket Stadium ,6,6,22.0,1,155,6,0,2/42,25.83,22.0,7.05,0.5466472303206997
1880,Bhuvneshwar Kumar,Dubai International Cricket Stadium ,7,7,26.1,1,171,4,0,2/17,42.75,39.25,6.54,0.22588660492432797
1881,Bhuvneshwar Kumar,Eden Gardens ,10,10,38.2,1,322,13,0,3/20,24.77,17.69,8.4,1.2780180888714117
1884,Bhuvneshwar Kumar,M Chinnaswamy Stadium ,14,14,51.5,0,451,15,0,2/16,30.07,20.73,8.7,1.2605042016806722
1885,Bhuvneshwar Kumar,MA Chidambaram Stadium ,13,13,44.0,2,360,8,0,2/12,45.0,33.0,8.18,0.46414481318171263
1886,Bhuvneshwar Kumar,Maharaja Yadavindra Singh International Cricket St ,3,3,10.0,1,75,3,0,2/32,25.0,20.0,7.5,0.2857142857142857
