,Name,Ground,Mat,Inns,NO,100s,50s,Ducks,4s,6s,HS,Runs,Avg,S/R,Ca,St,Batting_Score
4280,Pawan Negi,Eden Gardens ,5,4,0,0,0,0,4,2,27,43,10.75,107.5,1,0,0.043731041456967906
4281,Pawan Negi,Himachal Pradesh Cricket Association Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4284,Pawan Negi,M Chinnaswamy Stadium ,13,11,1,0,0,2,7,4,32,103,10.3,117.05,5,0,0.055993473338683264
4285,Pawan Negi,MA Chidambaram Stadium ,4,4,1,0,0,0,5,3,36,59,19.67,178.79,4,0,0.1439898809038149
4287,Pawan Negi,Punjab Cricket Association IS Bindra Stadium ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4288,Pawan Negi,Rajiv Gandhi International Stadium ,1,1,0,0,0,0,1,1,15,15,15.0,136.36,0,0,0.05671052972469249
4290,Pawan Negi,Sawai Mansingh Stadium ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4292,Pawan Negi,Sheikh Zayed Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4293,Pawan Negi,Wankhede Stadium ,3,3,0,0,0,1,1,3,35,38,12.67,135.71,1,0,0.06299295319122541
4294,Ashish Nehra,Arun Jaitley Stadium ,6,2,1,0,0,0,2,1,22*,23,23.0,115.0,2,0,0.08405952381270318
4299,Ashish Nehra,Dr YS Rajasekhara Reddy Cricket Stadium ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
4300,Ashish Nehra,Eden Gardens ,5,2,1,0,0,1,0,0,1*,1,1.0,20.0,2,0,0.00013862943611198905
4301,Ashish Nehra,Himachal Pradesh Cricket Association Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4304,Ashish Nehra,M Chinnaswamy Stadium ,6,1,1,0,0,0,0,0,0*,0,0.0,0.0,1,0,0.0
4305,Ashish Nehra,MA Chidambaram Stadium ,11,3,2,0,0,1,0,0,1*,1,1.0,0.0,2,0,0.0
4308,Ashish Nehra,Narendra Modi Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4309,Ashish Nehra,Punjab Cricket Association IS Bindra Stadium ,5,2,2,0,0,0,0,0,2*,4,0.0,28.57,3,0,0.0
4310,Ashish Nehra,Rajiv Gandhi International Stadium ,10,4,3,0,0,1,0,0,1*,1,1.0,0.0,0,0,0.0
4311,Ashish Nehra,Sawai Mansingh Stadium ,2,1,1,0,0,0,1,0,9*,9,0.0,112.5,1,0,0.0
4313,Ashish Nehra,Sheikh Zayed Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4317,Ashish Nehra,Wankhede Stadium ,9,4,1,0,0,2,0,0,1,1,0.33,14.29,1,0,3.268674159366534e-05
4318,Andre Nel,Arun Jaitley Stadium ,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0
4319,Michael Neser,Punjab Cricket Association IS Bindra Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4320,Lungi Ngidi,Arun Jaitley Stadium ,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4321,Lungi Ngidi,BRSABV Ekana Cricket Stadium ,1,1,1,0,0,0,0,0,0*,0,0.0,0.0,0,0,0.0
4322,Lungi Ngidi,Dubai International Cricket Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4323,Lungi Ngidi,Eden Gardens ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4324,Lungi Ngidi,M Chinnaswamy Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4326,Lungi Ngidi,Sharjah Cricket Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4327,Lungi Ngidi,Sheikh Zayed Stadium ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4328,Lungi Ngidi,Wankhede Stadium ,3,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0.0
4329,Vipraj Nigam,Arun Jaitley Stadium ,5,3,0,0,0,0,6,4,38,64,21.33,193.94,1,0,0.1726835562974553
4330,Vipraj Nigam,BRSABV Ekana Cricket Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4331,Vipraj Nigam,Dr YS Rajasekhara Reddy Cricket Stadium ,2,1,0,0,0,0,5,2,39,39,39.0,260.0,1,0,0.37405237664715313
4332,Vipraj Nigam,M Chinnaswamy Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4333,Vipraj Nigam,MA Chidambaram Stadium ,1,1,1,0,0,0,0,0,1*,1,0.0,50.0,0,0,0.0
4334,Vipraj Nigam,Narendra Modi Stadium ,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0
4335,Vipraj Nigam,Rajiv Gandhi International Stadium ,1,1,0,0,0,0,1,1,18,18,18.0,105.88,0,0,0.05611629584054568
4336,Vipraj Nigam,Sawai Mansingh Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4337,Vipraj Nigam,Wankhede Stadium ,1,1,0,0,0,0,3,1,20,20,20.0,181.82,1,0,0.11071101392537454
4338,Ryan Ninan,MA Chidambaram Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
4339,Ryan Ninan,Rajiv Gandhi International Stadium ,1,1,0,0,0,0,0,0,3,3,3.0,50.0,0,0,0.002079441541679836
4340,Ashley Noffke,M Chinnaswamy Stadium ,1,1,0,0,0,0,1,0,9,9,9.0,90.0,0,0,0.018650939253251772
4341,Noor Ahmad,Arun Jaitley Stadium ,2,1,1,0,0,0,0,0,2*,0,0.0,2.0,2,0,0.0
4342,Noor Ahmad,Barsapara Cricket Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4343,Noor Ahmad,BRSABV Ekana Cricket Stadium ,3,1,0,0,0,0,1,0,4,4,4.0,0.0,1,0,0.0
4344,Noor Ahmad,Eden Gardens ,2,1,0,0,0,0,0,0,2,2,2.0,100.0,1,0,0.0021972245773362194
4345,Noor Ahmad,M Chinnaswamy Stadium ,3,1,1,0,0,0,0,0,0*,0,0.0,0.0,0,0,0.0
4346,Noor Ahmad,MA Chidambaram Stadium ,7,5,2,0,0,1,1,0,7*,10,3.33,52.63,1,0,0.0042025008993056955
4347,Noor Ahmad,Maharaja Yadavindra Singh International Cricket St ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4348,Noor Ahmad,Narendra Modi Stadium ,13,2,0,0,0,1,0,0,1,1,0.5,0.0,4,0,0.0
4349,Noor Ahmad,Sawai Mansingh Stadium ,2,1,1,0,0,0,0,0,0*,0,0.0,0.0,0,0,0.0
4350,Noor Ahmad,Wankhede Stadium ,2,1,0,0,0,0,0,0,1,1,1.0,33.33,0,0,0.00023102595528062974
4351,Anrich Nortje,Arun Jaitley Stadium ,8,5,3,0,0,1,2,0,5,9,4.5,112.5,3,0,0.011656837033282356
4352,Anrich Nortje,Barsapara Cricket Stadium ,1,1,0,0,0,1,0,0,0,0,0.0,0.0,1,0,0.0
4355,Anrich Nortje,Dr YS Rajasekhara Reddy Cricket Stadium ,2,1,0,0,0,0,0,0,4,4,4.0,66.67,0,0,0.004292049024879259
4356,Anrich Nortje,Dubai International Cricket Stadium ,12,3,2,0,0,0,0,0,3*,4,4.0,0.0,0,0,0.0
4357,Anrich Nortje,Himachal Pradesh Cricket Association Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4358,Anrich Nortje,M Chinnaswamy Stadium ,1,1,1,0,0,0,4,0,23*,23,0.0,164.29,0,0,0.0
4359,Anrich Nortje,Maharaja Yadavindra Singh International Cricket St ,1,1,1,0,0,0,0,0,0*,0,0.0,0.0,0,0,0.0
4360,Anrich Nortje,Narendra Modi Stadium ,1,1,1,0,0,0,0,0,3*,3,0.0,50.0,0,0,0.0
4361,Anrich Nortje,Rajiv Gandhi International Stadium ,1,1,0,0,0,0,0,0,2,2,2.0,100.0,0,0,0.0021972245773362194
4362,Anrich Nortje,Sawai Mansingh Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4363,Anrich Nortje,Sharjah Cricket Stadium ,6,0,0,0,0,0,0,0,0,0,0.0,0.0,3,0,0.0
4364,Anrich Nortje,Sheikh Zayed Stadium ,6,2,2,0,0,0,0,0,3*,0,0.0,3.0,2,0,0.0
4365,Anrich Nortje,Wankhede Stadium ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4367,Makhaya Ntini,Eden Gardens ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4368,Makhaya Ntini,MA Chidambaram Stadium ,4,1,1,0,0,0,0,0,0*,0,0.0,0.0,0,0,0.0
4369,Makhaya Ntini,Rajiv Gandhi International Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4370,Makhaya Ntini,Sawai Mansingh Stadium ,1,1,0,0,0,0,2,0,11,11,11.0,91.67,1,0,0.02505705318446726
4371,Makhaya Ntini,Wankhede Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4372,Naman Ojha,Arun Jaitley Stadium ,21,20,5,0,0,0,16,14,34,236,15.73,114.01,10,1,0.09806294932146542
4377,Naman Ojha,Dr YS Rajasekhara Reddy Cricket Stadium ,5,4,0,0,0,0,6,2,25,62,15.5,112.73,8,0,0.0723936145444482
4378,Naman Ojha,Dubai International Cricket Stadium ,2,1,1,0,0,0,2,0,10*,10,0.0,250.0,2,0,0.0
4379,Naman Ojha,Eden Gardens ,7,6,1,0,0,1,10,1,26,79,15.8,84.95,5,1,0.0588159996932563
4381,Naman Ojha,Himachal Pradesh Cricket Association Stadium ,2,2,1,0,0,0,3,2,28,33,33.0,97.06,1,0,0.11294862233135072
4384,Naman Ojha,M Chinnaswamy Stadium ,7,6,0,0,0,1,7,3,33,87,14.5,110.13,3,0,0.07149791998988031
4385,Naman Ojha,MA Chidambaram Stadium ,5,5,1,0,1,0,11,10,94*,144,36.0,150.0,2,0,0.268743622090711
4388,Naman Ojha,Narendra Modi Stadium ,4,4,0,0,1,0,13,6,80,138,34.5,133.98,2,1,0.22808668205849325
4390,Naman Ojha,Punjab Cricket Association IS Bindra Stadium ,4,2,0,0,0,0,6,0,28,41,20.5,113.89,0,0,0.08726505452939001
4391,Naman Ojha,Rajiv Gandhi International Stadium ,25,18,5,0,2,1,17,23,79*,343,26.38,133.46,15,1,0.2056299989894476
4393,Naman Ojha,Sawai Mansingh Stadium ,5,5,2,0,0,2,6,2,44*,62,20.67,110.71,3,1,0.09481048829700532
4398,Naman Ojha,Wankhede Stadium ,4,4,0,0,0,0,2,0,13,32,8.0,80.0,2,0,0.022377648393385473
4399,Pragyan Ojha,Arun Jaitley Stadium ,4,2,0,0,0,2,0,0,0,0,0.0,0.0,0,0,0.0
4405,Pragyan Ojha,Dr YS Rajasekhara Reddy Cricket Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4406,Pragyan Ojha,Dubai International Cricket Stadium ,3,1,1,0,0,0,0,0,1*,1,0.0,20.0,0,0,0.0
4407,Pragyan Ojha,Eden Gardens ,8,2,1,0,0,1,0,0,1*,1,1.0,0.0,1,0,0.0
4408,Pragyan Ojha,Himachal Pradesh Cricket Association Stadium ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
4410,Pragyan Ojha,M Chinnaswamy Stadium ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4411,Pragyan Ojha,MA Chidambaram Stadium ,5,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
4413,Pragyan Ojha,Narendra Modi Stadium ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4415,Pragyan Ojha,Punjab Cricket Association IS Bindra Stadium ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4416,Pragyan Ojha,Rajiv Gandhi International Stadium ,12,1,1,0,0,0,0,0,1*,0,0.0,1.0,1,0,0.0
4417,Pragyan Ojha,Sawai Mansingh Stadium ,2,2,2,0,0,0,0,0,1*,2,0.0,66.67,1,0,0.0
4418,Pragyan Ojha,Sharjah Cricket Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4419,Pragyan Ojha,Sheikh Zayed Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4424,Pragyan Ojha,Wankhede Stadium ,16,3,1,0,0,0,0,0,3,5,2.5,33.33,2,0,0.0014929835777342765
4429,Jacob Oram,M Chinnaswamy Stadium ,2,1,1,0,0,0,0,0,0*,0,0.0,0.0,1,0,0.0
4430,Jacob Oram,MA Chidambaram Stadium ,2,1,1,0,0,0,1,0,5*,5,0.0,250.0,2,0,0.0
4432,Jacob Oram,Punjab Cricket Association IS Bindra Stadium ,1,1,0,0,0,0,0,1,13,13,13.0,130.0,0,0,0.04460006887049787
4433,Jacob Oram,Rajiv Gandhi International Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4437,William O'Rourke,BRSABV Ekana Cricket Stadium ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4438,William O'Rourke,Narendra Modi Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
4439,Jamie Overton,Barsapara Cricket Stadium ,1,1,1,0,0,0,0,1,11*,11,0.0,275.0,0,0,0.0
4440,Jamie Overton,BRSABV Ekana Cricket Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4441,Jamie Overton,Wankhede Stadium ,1,1,1,0,0,0,1,0,4*,4,0.0,133.33,0,0,0.0
4442,Mitchell Owen,Sawai Mansingh Stadium ,1,1,0,0,0,1,0,0,0,0,0.0,0.0,2,0,0.0
4443,Prayas Ray Barman,Rajiv Gandhi International Stadium ,1,1,0,0,0,0,2,0,19,19,19.0,79.17,0,0,0.045062703578481196
4444,Devdutt Padikkal,Arun Jaitley Stadium ,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0
4445,Devdutt Padikkal,Barsapara Cricket Stadium ,1,1,0,0,0,0,1,0,21,21,21.0,80.77,0,0,0.05242933478112775
4447,Devdutt Padikkal,BRSABV Ekana Cricket Stadium ,3,3,0,0,0,0,3,0,9,19,6.33,100.0,0,0,0.018962985291596762
4449,Devdutt Padikkal,Dubai International Cricket Stadium ,10,10,0,0,2,2,23,4,56,227,22.7,111.27,7,0,0.13713598640636365
4450,Devdutt Padikkal,Eden Gardens ,2,2,0,0,0,0,3,2,28,38,19.0,126.67,0,0,0.08817203720589603
4451,Devdutt Padikkal,Himachal Pradesh Cricket Association Stadium ,1,1,0,0,1,0,5,3,51,51,51.0,170.0,1,0,0.3425728304010098
4452,Devdutt Padikkal,M Chinnaswamy Stadium ,6,6,0,0,2,0,13,5,52,130,21.67,132.65,3,0,0.14013879023073453
4453,Devdutt Padikkal,MA Chidambaram Stadium ,5,5,0,0,0,0,11,2,38,114,22.8,114.0,1,0,0.12333027588041762
4454,Devdutt Padikkal,Maharaja Yadavindra Singh International Cricket St ,1,1,0,0,1,0,5,4,61,61,61.0,174.29,0,0,0.4387841337014004
4456,Devdutt Padikkal,Narendra Modi Stadium ,5,5,0,0,0,0,5,3,26,61,12.2,91.04,0,0,0.045839586358569634
4457,Devdutt Padikkal,Rajiv Gandhi International Stadium ,1,1,0,0,0,0,0,0,2,2,2.0,40.0,0,0,0.0008788898309344876
4458,Devdutt Padikkal,Sawai Mansingh Stadium ,6,6,2,0,0,1,16,1,40*,109,27.25,134.57,2,0,0.1723681426697268
4459,Devdutt Padikkal,Sharjah Cricket Stadium ,6,6,0,0,1,0,17,5,70,186,31.0,124.83,2,0,0.202429779479007
4460,Devdutt Padikkal,Sheikh Zayed Stadium ,7,7,0,0,3,0,33,2,74,276,39.43,122.12,4,0,0.2708072185404622
4461,Devdutt Padikkal,Wankhede Stadium ,10,10,1,1,1,1,33,15,101*,327,36.33,145.98,2,0,0.30722977717631156
4462,Tim Paine,M Chinnaswamy Stadium ,1,1,0,0,0,0,0,0,8,8,8.0,47.06,0,0,0.0082721110887554
4463,Tim Paine,Wankhede Stadium ,1,1,0,0,0,0,0,0,2,2,2.0,22.22,0,0,0.00048822330108410787
4464,Ishwar Pandey,Arun Jaitley Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
4467,Ishwar Pandey,Dubai International Cricket Stadium ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4468,Ishwar Pandey,Eden Gardens ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4470,Ishwar Pandey,M Chinnaswamy Stadium ,2,1,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0
4471,Ishwar Pandey,MA Chidambaram Stadium ,5,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
4472,Ishwar Pandey,Narendra Modi Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4473,Ishwar Pandey,Punjab Cricket Association IS Bindra Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4475,Ishwar Pandey,Sharjah Cricket Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
4476,Ishwar Pandey,Sheikh Zayed Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4477,Ishwar Pandey,Wankhede Stadium ,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4478,Manish Pandey,Arun Jaitley Stadium ,16,12,2,0,2,2,25,10,69*,315,31.5,129.63,4,0,0.2350268118913905
4480,Manish Pandey,Barsapara Cricket Stadium ,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0
4483,Manish Pandey,Dr YS Rajasekhara Reddy Cricket Stadium ,2,2,1,0,0,0,6,1,33*,63,63.0,105.0,0,0,0.2751101159642423
4484,Manish Pandey,Dubai International Cricket Stadium ,10,10,2,0,2,0,25,13,83*,329,41.13,122.76,2,0,0.29280307744578543
4485,Manish Pandey,Eden Gardens ,30,29,6,0,2,3,51,19,52,627,27.26,120.58,17,0,0.2117669910661477
4489,Manish Pandey,M Chinnaswamy Stadium ,15,13,3,0,3,0,39,14,94,402,40.2,128.43,4,0,0.3097182559056266
4490,Manish Pandey,MA Chidambaram Stadium ,10,10,2,0,2,0,18,11,83*,265,33.13,121.56,5,0,0.2248631864822003
4492,Manish Pandey,Narendra Modi Stadium ,2,2,0,0,0,1,0,0,1,1,0.5,25.0,2,0,8.664339756999317e-05
4493,Manish Pandey,Punjab Cricket Association IS Bindra Stadium ,6,6,1,0,1,1,10,1,57*,134,26.8,108.06,0,0,0.1420571500055592
4494,Manish Pandey,Rajiv Gandhi International Stadium ,17,15,1,0,1,1,25,6,54,352,25.14,107.65,12,0,0.15876545698307779
4496,Manish Pandey,Sawai Mansingh Stadium ,5,5,0,0,1,0,17,0,61,124,24.8,122.77,1,0,0.14700747522709368
4497,Manish Pandey,Sharjah Cricket Stadium ,5,4,0,0,0,0,9,2,30,74,18.5,115.63,4,0,0.09235776285511764
4498,Manish Pandey,Sheikh Zayed Stadium ,9,9,1,0,3,0,24,8,69*,265,33.13,132.5,3,0,0.24510013334066746
4502,Manish Pandey,Wankhede Stadium ,10,10,2,0,2,1,21,11,81*,266,33.25,133.67,6,0,0.2483268031159801
4503,Hardik Pandya,Arun Jaitley Stadium ,9,8,1,0,0,1,9,9,46,130,18.57,175.68,5,0,0.15904734542791396
4506,Hardik Pandya,BRSABV Ekana Cricket Stadium ,3,3,1,0,1,1,4,5,66,94,47.0,140.3,1,0,0.30028719610903126
4508,Hardik Pandya,Dr YS Rajasekhara Reddy Cricket Stadium ,1,1,0,0,0,0,0,0,7,7,7.0,43.75,0,0,0.006368289721394496
4509,Hardik Pandya,Dubai International Cricket Stadium ,5,5,1,0,0,0,0,7,37*,66,16.5,157.14,1,0,0.1090196907048309
4510,Hardik Pandya,Eden Gardens ,8,8,2,0,1,1,13,12,91,188,31.33,167.86,3,0,0.2756662955818807
4513,Hardik Pandya,M Chinnaswamy Stadium ,6,4,3,0,1,0,7,7,50,107,107.0,162.12,4,0,0.812201812559275
4514,Hardik Pandya,MA Chidambaram Stadium ,9,9,3,0,0,1,8,4,23*,101,16.83,124.69,5,0,0.09705656685288035
4515,Hardik Pandya,Maharaja Yadavindra Singh International Cricket St ,2,2,1,0,0,0,0,4,22*,32,32.0,213.33,0,0,0.2386911865880462
4517,Hardik Pandya,Narendra Modi Stadium ,12,12,3,0,1,0,21,9,59*,261,29.0,126.09,8,0,0.20361264195897863
4518,Hardik Pandya,Punjab Cricket Association IS Bindra Stadium ,3,3,0,0,0,0,5,1,31,43,14.33,134.38,1,0,0.07287083045075061
4519,Hardik Pandya,Rajiv Gandhi International Stadium ,8,6,0,0,0,0,2,4,24,81,13.5,98.78,4,0,0.058764923178043
4521,Hardik Pandya,Sawai Mansingh Stadium ,6,6,2,0,0,0,15,7,48*,150,37.5,187.5,3,0,0.35277748852604934
4522,Hardik Pandya,Sharjah Cricket Stadium ,4,3,1,0,0,0,4,2,28,50,25.0,116.28,2,0,0.11429817114329614
4523,Hardik Pandya,Sheikh Zayed Stadium ,10,10,5,0,1,1,16,19,60*,240,48.0,171.43,6,0,0.45132419438798543
4524,Hardik Pandya,Wankhede Stadium ,48,43,13,0,2,1,67,41,62*,770,25.67,148.94,23,0,0.2541603915222327
4525,Krunal Pandya,Arun Jaitley Stadium ,7,7,2,0,1,0,21,10,73*,239,47.8,149.38,2,0,0.3913375686522991
4528,Krunal Pandya,BRSABV Ekana Cricket Stadium ,16,14,6,0,0,1,19,6,49*,230,28.75,126.37,4,0,0.19773051874760872
4530,Krunal Pandya,Dr YS Rajasekhara Reddy Cricket Stadium ,3,3,0,0,1,0,10,8,86,122,40.67,203.33,0,0,0.39794026967250123
4531,Krunal Pandya,Dubai International Cricket Stadium ,7,6,2,0,0,0,4,2,34,57,14.25,100.0,3,0,0.057861312900286475
4532,Krunal Pandya,Eden Gardens ,7,6,3,0,0,1,0,4,24,48,16.0,126.32,2,0,0.07865835840917348
4535,Krunal Pandya,M Chinnaswamy Stadium ,12,9,3,0,0,1,14,2,45*,130,21.67,120.37,2,0,0.1271655196386997
4536,Krunal Pandya,MA Chidambaram Stadium ,11,10,1,0,0,2,5,1,15,47,5.22,87.04,6,0,0.01758875533864787
4537,Krunal Pandya,Maharaja Yadavindra Singh International Cricket St ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0.0
4539,Krunal Pandya,Narendra Modi Stadium ,2,2,0,0,0,1,0,0,4,4,2.0,66.67,2,0,0.0021460245124396296
4540,Krunal Pandya,Punjab Cricket Association IS Bindra Stadium ,3,3,2,0,0,0,3,0,10,15,15.0,214.29,3,0,0.08912070559331439
4541,Krunal Pandya,Rajiv Gandhi International Stadium ,7,6,1,0,0,0,8,7,49*,148,29.6,126.5,1,0,0.18736776547982179
4543,Krunal Pandya,Sawai Mansingh Stadium ,5,4,3,0,0,0,2,0,7,16,16.0,106.67,2,0,0.04835501878567626
4544,Krunal Pandya,Sharjah Cricket Stadium ,4,3,2,0,0,1,3,3,20*,33,33.0,150.0,1,0,0.17455484596850002
4545,Krunal Pandya,Sheikh Zayed Stadium ,11,8,3,0,0,0,4,2,12*,62,12.4,103.33,2,0,0.053085653798476594
4546,Krunal Pandya,Wankhede Stadium ,28,25,8,0,0,0,42,13,42,408,24.0,139.73,11,0,0.20167114050092655
4547,Pankaj Singh,Arun Jaitley Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4549,Pankaj Singh,M Chinnaswamy Stadium ,2,1,0,0,0,0,0,0,1,1,1.0,50.0,0,0,0.00034657359027997266
4550,Pankaj Singh,MA Chidambaram Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
4551,Pankaj Singh,Punjab Cricket Association IS Bindra Stadium ,1,1,1,0,0,0,0,0,1*,1,0.0,20.0,0,0,0.0
4552,Pankaj Singh,Rajiv Gandhi International Stadium ,1,1,1,0,0,0,0,0,4*,4,0.0,133.33,0,0,0.0
4553,Pankaj Singh,Sawai Mansingh Stadium ,8,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
4555,Rishabh Pant,Arun Jaitley Stadium ,28,28,3,1,6,1,82,58,128*,978,39.12,160.86,19,9,0.43335863818282955
4558,Rishabh Pant,BRSABV Ekana Cricket Stadium ,8,8,1,1,1,1,24,14,118*,254,36.29,148.54,3,0,0.2987027312515134
4560,Rishabh Pant,Dr YS Rajasekhara Reddy Cricket Stadium ,7,7,0,0,2,1,14,15,55,220,31.43,162.96,6,0,0.27648486784370235
4561,Rishabh Pant,Dubai International Cricket Stadium ,12,12,3,0,2,0,30,10,56,346,38.44,123.13,10,0,0.2768553972435269
4562,Rishabh Pant,Eden Gardens ,5,4,0,0,0,0,14,4,46,122,30.5,150.62,3,0,0.221067418319889
4564,Rishabh Pant,Himachal Pradesh Cricket Association Stadium ,1,1,0,0,0,0,2,1,18,18,18.0,105.88,0,0,0.05611629584054568
4565,Rishabh Pant,M Chinnaswamy Stadium ,3,3,0,0,2,0,11,11,85,160,53.33,163.27,2,2,0.44244748699485137
4566,Rishabh Pant,MA Chidambaram Stadium ,3,3,0,0,0,0,6,1,37,49,16.33,128.95,3,1,0.08237756135760838
4567,Rishabh Pant,Maharaja Yadavindra Singh International Cricket St ,1,1,0,0,0,0,2,0,18,18,18.0,138.46,1,1,0.07338366378996936
4569,Rishabh Pant,Narendra Modi Stadium ,5,5,3,0,1,0,10,5,58*,120,60.0,142.86,2,3,0.41107598240637033
4570,Rishabh Pant,Punjab Cricket Association IS Bindra Stadium ,4,4,1,0,0,0,8,3,39,74,24.67,154.17,2,0,0.16421021604584238
4571,Rishabh Pant,Rajiv Gandhi International Stadium ,5,5,1,0,0,1,6,4,39*,95,23.75,118.75,3,0,0.12872888258749132
4573,Rishabh Pant,Sawai Mansingh Stadium ,4,4,1,0,1,0,11,5,78*,129,43.0,151.76,2,1,0.3176397221264898
4575,Rishabh Pant,Sharjah Cricket Stadium ,5,5,0,0,0,0,12,2,39,114,22.8,126.67,4,0,0.13703724601554823
4576,Rishabh Pant,Sheikh Zayed Stadium ,5,5,2,0,0,0,6,3,28,89,29.67,94.68,5,1,0.1264066553434242
4577,Rishabh Pant,Wankhede Stadium ,13,13,2,0,2,1,43,16,78*,374,34.0,163.32,5,2,0.3291150899109057
4578,Riyan Parag,Arun Jaitley Stadium ,6,6,2,0,1,0,7,6,50,111,27.75,109.9,4,0,0.14390123970260432
4579,Riyan Parag,Barsapara Cricket Stadium ,6,5,0,0,0,0,9,7,48,137,27.4,137.0,4,0,0.18495924883343115
4581,Riyan Parag,BRSABV Ekana Cricket Stadium ,1,1,0,0,0,0,0,1,14,14,14.0,127.27,0,0,0.048251496873198955
4583,Riyan Parag,Dubai International Cricket Stadium ,9,8,1,0,0,2,4,3,42*,77,11.0,102.67,1,0,0.04920336247598425
4584,Riyan Parag,Eden Gardens ,4,4,0,0,1,0,15,12,95,180,45.0,193.55,1,0,0.45277609518067524
4585,Riyan Parag,Himachal Pradesh Cricket Association Stadium ,1,1,0,0,0,0,1,2,20,20,20.0,166.67,0,0,0.10148611093907257
4586,Riyan Parag,M Chinnaswamy Stadium ,2,1,0,0,0,0,2,2,22,22,22.0,220.0,1,0,0.15175792005097083
